A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
278,-2.263612351,2.126844821,-1.563018693,-1.675057199,0.025071265,1.927114045,0.764295402,bad
279,-0.560748733,-0.157070531,-1.695140995,0.454258111,1.54203353,0.351700673,1.822181262,bad
280,1.407604717,-1.27403814,-3.740198128,0.637889095,1.148405803,1.561490156,-0.060036533,bad
281,-0.443086638,-2.352052331,-1.479476129,1.066032559,-0.939353154,1.619963836,-2.420080801,bad
282,-5.173834525,-0.832567425,3.814078611,-1.137651477,1.297219261,-0.634693097,-1.394846266,good
283,3.66109756,-2.309110531,-2.734424094,3.635042845,0.37611387,3.827175636,0.026171935,good
284,0.624366027,-3.762935912,-1.629942509,1.238799086,-0.401241677,0.129116588,0.383299126,good
285,-0.441543324,-2.207321539,-2.668634637,0.778623519,0.189522048,3.35459343,0.409553081,bad
286,-5.499852228,-1.750756276,-0.640523136,0.407010888,-1.606883355,1.974734162,-3.077340152,bad
287,-4.252103364,-1.352355773,1.092130849,1.571333506,-2.322761166,2.433554673,-0.046495034,bad
288,-1.96409995,-1.402303207,3.562095299,0.391376977,-0.84401949,1.855761818,3.551641608,good
289,0.489450916,0.377926104,-2.884146172,0.50974013,-0.167083939,2.295174418,0.427387406,bad
290,-3.219872985,0.375194492,1.64994671,1.482105062,1.0462769,-2.201671562,4.04329901,bad
291,-0.886137099,-1.125871684,-0.291209868,2.596016198,1.279572658,1.261763337,0.328405811,good
292,-1.30518441,-1.107092549,2.470143354,2.11895625,1.762891673,-0.022296931,0.807895795,good
293,-2.625174664,-0.572031397,1.609901562,0.995255654,0.318017061,-1.18468912,2.201416622,bad
294,0.49702766,-4.501008255,-0.720715327,3.177121982,2.53614682,-2.032103415,3.350155927,good
295,0.591232458,-0.001954662,1.195557933,1.804635255,-0.309608856,-0.344142716,2.280094899,bad
296,-1.415645615,-0.948497907,-0.63834242,1.537135066,1.631884351,0.143543317,3.256333414,bad
297,-3.853828776,-1.86823305,1.41524288,1.591272878,-0.062191189,2.390216064,1.798356068,bad
298,1.137548388,-0.312700661,-1.40331843,0.531703456,-0.584180107,-2.711620839,2.720059239,bad
299,-3.000021563,-0.47420736,1.690253883,1.534788299,1.615527086,-0.55376742,0.051771594,good
300,-2.69058317,-1.314308368,0.67625093,-0.041387321,-0.074872594,1.530247544,-1.818450848,good
301,0.660365183,0.658653258,-0.974905706,2.124386339,0.562971319,-1.735898312,1.333438049,good
302,0.969600354,-3.873654979,1.370101547,2.435082107,0.35564807,3.217242733,2.43431229,good
303,2.668150812,-3.916033867,-0.074912656,-0.712558109,1.17774678,0.093916719,-0.328378522,good
304,-3.273573184,-1.254338354,2.682546001,1.222556044,1.141515565,-0.728922858,4.472115939,bad
305,-1.772238544,0.446927461,-1.533814526,2.003013093,3.603647172,-0.452172972,-3.646472989,good
306,-2.254441392,-0.181272307,-0.374981186,-0.641099132,3.268848089,-1.137355411,3.739759196,bad
307,-2.663491728,-2.791736765,-1.968158211,0.220643916,1.706019629,3.889013696,2.720284244,bad
308,1.635803171,-0.234380763,-2.304228608,1.610400036,-1.097213746,-0.193123435,-0.172241138,bad
309,-0.376044811,-1.442831171,-0.870774069,1.296598915,-0.213573588,0.989835097,-1.428807471,bad
310,1.648924474,1.892232711,1.23609355,0.766091055,3.402389029,-2.486629556,6.008854208,good
311,-2.994520746,-0.240734541,1.273841102,-0.143859163,2.207347624,0.181570915,-1.072446111,good
312,-4.83261116,-2.361072369,4.950822862,-1.838886555,1.058911133,0.202572918,-2.171343633,good
313,-1.628097854,1.296939726,-0.107772851,0.869939501,3.019096498,0.456299527,0.594901098,bad
314,-2.10659447,1.017836215,2.23646938,2.272230155,-1.373828907,-2.231717303,1.313860721,bad
315,3.096340475,-3.111850827,-4.337573445,2.325209001,2.258373221,1.142289198,0.013357278,good
316,-0.425371533,1.238848345,-1.335193504,1.940137118,1.96648374,0.104978381,-1.922671396,good
317,-4.244443842,0.599377262,4.469807043,1.92080172,-1.350803998,-3.690634295,4.288667532,bad
318,-1.938235165,-2.488360249,-0.85981132,0.812293755,-2.253887188,1.480428729,-2.957553958,bad
319,-2.228778607,-1.034194946,0.921878168,-0.161100226,2.694175463,-0.803583773,2.316583272,bad
320,-0.686679583,-3.020882327,-0.399128476,2.902398068,2.594570107,-3.42290737,0.468330323,good
321,-0.071526396,-0.298655096,-2.200538846,1.683788192,-1.506103295,0.155929658,-0.779829007,bad
322,2.646115435,-0.449973403,-4.573946451,-0.045237912,3.849044966,1.139323078,-0.488345281,bad
323,-3.285803375,1.184246206,-2.015927409,0.57063152,2.056602881,3.359629787,0.931078465,bad
324,4.524771537,-0.524202989,-3.870149321,3.056191989,0.058291732,1.012686692,-1.231954325,good
325,-0.213847524,-2.515762071,2.83923853,2.741098977,1.001383887,1.325265593,2.914469166,good
326,-1.392686038,1.319073307,0.623623509,3.57094008,-1.589461558,0.202748799,-0.491652551,bad
327,3.98495812,-1.634193596,-1.989253497,0.348185924,1.886651029,1.285180255,2.767157405,good
328,3.038895908,-2.665843657,-1.490830721,2.806737521,3.200184447,-1.194293931,1.686512224,good
329,1.392728812,-1.563115483,-5.029715705,-0.14982309,-0.171401568,2.74581834,-0.551683935,bad
330,-0.828548862,-1.253255499,1.294462681,0.621825762,1.471996878,0.877483573,-1.129854827,good
331,2.664537422,0.504150991,-1.317787397,-2.817909514,-1.205372552,2.674730324,3.09905486,good
332,0.597812187,0.076424922,-0.111258912,0.804401457,1.382899595,-2.404551641,3.453014147,bad
333,-1.904318739,-1.998720664,0.949570545,1.572483221,-2.15011756,-0.628305308,-1.781651819,bad
334,-4.034219774,-1.245914635,2.591351332,-0.146699184,1.295986743,0.677541169,-0.953286976,good
335,1.418063913,-0.159779787,0.137654618,0.626105755,-1.481343665,-1.945741032,-0.689292785,bad
336,-3.077603673,-3.069404205,5.094382126,2.112990558,2.133635175,-1.193377992,-1.956538847,good
337,-1.011533364,2.308288623,1.705463379,3.094887359,1.411367191,-5.199662915,2.621552305,good
338,-0.87259228,-2.754289686,0.683718341,2.650368226,-2.916745613,-1.274902334,-2.144244362,bad
339,-1.615191188,-2.47213566,-0.250066831,1.041213094,0.917951837,-0.45919294,4.940053725,bad
340,-0.178849168,-1.147030406,-1.048319535,-0.146477856,0.97949551,2.940134809,-0.66938657,bad
341,2.864333172,0.66264498,-4.804556719,2.48318455,-3.939295979,2.492595082,-2.701406904,good
342,1.084148863,-1.526277726,-1.475093451,0.230183632,-0.108019227,-0.045308695,0.085050081,good
343,1.666744021,-1.52838265,-2.04521337,0.890557595,2.444052796,-0.304369855,2.065728297,good
344,0.576112177,-1.698590959,1.234964242,0.411287211,2.901578614,-2.715170794,2.191859787,good
345,0.58577637,-2.261525765,-0.154649279,1.064846737,2.478165855,-1.889778033,2.586432022,good
346,1.800185608,-2.595862443,-3.423895789,1.328441238,-0.835875327,1.481459955,0.994854424,good
347,-1.107686442,0.419847179,-0.784379937,0.489854092,4.140065941,2.333638481,-1.815198368,bad
348,1.769986727,0.772538265,0.649892696,0.665294954,-0.768161622,-0.889425792,2.648944119,good
349,1.236065726,-2.088223392,0.561290826,-1.729237552,-0.820016612,3.170189091,-4.041148175,good
350,-2.600329309,-1.290502036,2.448420348,1.437260011,2.872859896,-0.854529922,-1.102217986,good
351,3.795331116,-5.103104469,1.502398169,1.327884139,-2.311153278,5.553256265,2.733986236,good
352,1.27449636,-2.511492325,0.382559723,2.715172739,-0.288362936,2.283241726,1.501072134,good
353,-0.847851439,-1.182027874,0.27140538,0.582182652,2.343851175,-0.522942389,2.145083279,bad
354,0.697413744,-2.102824858,-0.104777111,-2.75950978,3.835418965,-0.531325325,1.525044452,good
355,-4.902445625,-0.665739714,2.699210099,1.728527493,1.32193595,1.074921259,1.611813638,bad
356,1.117341779,-2.983135483,0.463419934,3.000766306,-0.642555958,0.465851117,-0.55847561,bad
357,1.041915557,1.363517928,1.402426931,2.640953361,-1.372456858,-2.626018574,3.43973372,bad
358,-3.013393813,-0.505787282,-0.65196241,-0.707823136,-1.204646365,4.024826274,0.339436235,bad
359,-2.252408848,-2.923768893,-0.622918038,0.191839018,-2.615010091,1.274305092,-3.976483633,bad
360,-2.438665553,-3.50468229,-2.409751844,-1.344681502,4.407302202,3.386602502,2.165801374,bad
361,3.632166776,-1.284282394,-2.141628184,0.495085579,2.477553365,0.499045553,1.837355596,good
362,-1.643084037,-0.471080702,0.222911476,1.877629312,2.469552966,-0.021494123,-2.398270661,good
363,0.94380087,-0.879667109,-1.774053278,3.478484629,-0.254345217,-1.358062477,1.281925544,good
364,0.262497862,-1.685705263,0.338691867,1.081434391,-0.995296191,-0.902954829,3.725729501,bad
365,-4.767311233,-0.245717716,-1.88996933,-0.116624071,2.042416985,1.975791616,-3.7252244,bad
366,-0.276054846,0.218411546,-3.955650594,0.888880804,0.546417056,0.033951672,-0.70466805,good
367,3.284414316,-4.159538202,-2.26108475,0.159527227,-0.861255751,2.510889581,1.39885364,good
368,-3.420203667,1.145895432,0.445298637,-0.019282419,2.839288162,-0.56097811,-3.201853102,good
369,1.244042851,-2.465734534,-3.887529546,2.233804426,-0.618174838,0.838172887,-1.570153891,good
370,1.469421344,-1.341061775,1.450817239,1.748870042,2.422876473,-3.065933713,2.157878307,good
371,-2.485168696,-1.009283719,-4.66095149,0.47823593,-1.340586966,4.170449393,-2.090361332,bad
372,-2.118078341,-2.560854822,-0.797106992,0.323211965,-0.52711028,3.086747997,-2.520334223,bad
373,-0.972952656,1.926233331,-0.979577311,-1.134247362,0.510836697,-1.417999466,-0.101724645,good
374,-2.493402775,-1.816875871,2.048086823,1.240325732,1.958967468,0.473075429,-0.600034154,good
375,2.130866128,-1.050049577,-0.182559512,0.948857184,2.78388718,-1.198078716,3.654805327,good
376,-1.210442904,-0.713919725,-0.40248465,2.033803971,0.533503547,1.075882717,0.329818384,bad
377,1.824193746,-3.037112401,-0.40800985,3.245619895,1.558216249,2.832982388,0.585740646,good
378,1.90951554,-1.365334295,-1.402893985,2.654201306,0.650170585,2.652619687,-0.493836065,good
379,-1.662667189,-2.982720337,-1.86060211,-0.495122056,3.31819954,1.943128773,2.564829402,bad
380,-1.564101199,1.202662349,-1.646536712,-0.906797933,-0.366069758,2.660875744,1.117163222,bad
381,-2.782130988,-1.381875325,0.169552902,0.821836718,-0.49949771,-0.795837355,4.989297317,bad
382,-1.390267541,-1.577905177,0.559460349,2.620815689,3.360118267,0.044143092,-2.586663686,good
383,1.004702069,-4.521360136,-0.506152982,1.477988099,2.24658432,-1.523423649,-0.693510247,good
384,-0.104860164,-1.219418433,-1.117414971,2.734317645,-1.376994015,-1.910942852,-2.292075129,good
385,2.316934752,-1.765646756,-3.142249372,-0.896767346,1.303792751,1.672411791,-0.964795146,good
386,-1.577719764,-0.951959373,-0.268934164,-0.226795132,2.031646643,-0.612471296,2.148967097,bad
387,-0.630823511,0.25416303,-1.466816837,1.240220984,1.638016968,1.538249008,-1.242029527,bad
388,1.455947385,-0.481695767,-2.50231376,2.682689065,-1.734331273,0.079200653,-0.838856348,good
389,-1.722539295,-1.760806138,1.941921651,0.593022747,-0.045434962,-1.490277265,3.782451601,bad
390,-0.153110977,-2.489734041,-2.194768088,-0.590088534,3.560605401,1.828832509,0.205756573,bad
391,-2.708543939,-0.979013043,-2.106232861,1.467754573,-1.546060521,0.296080721,-2.589555547,bad
392,0.490259358,-0.285924292,2.282679716,-0.09953192,-0.034051628,-2.245436972,2.124385261,good
393,-4.561322305,2.126360339,-3.325207918,-1.062219818,2.928190087,4.126126894,-0.609772001,bad
394,-2.258040786,-1.917480134,1.804333022,0.052867324,-3.268090827,-0.780899877,-2.395380818,bad
395,-0.05648831,0.557703588,-0.496449891,1.292458723,-0.807030471,-0.116164037,-1.517382368,bad
396,2.825907603,-1.11932847,-1.648692426,0.958924069,0.436684639,0.644316961,1.601038247,good
397,0.481356292,-0.140110818,-2.940686361,3.603661679,-3.465855278,2.215774651,-0.856561122,bad
398,0.780136136,-1.562170681,0.86788733,3.27917014,3.136769659,0.853513595,-0.117891307,good
399,-1.037014436,2.611286502,-2.975672075,0.409859466,-0.583967206,3.587746764,4.405949342,bad
400,-1.455035126,-0.094436686,-1.810406774,0.631183733,2.116621914,-2.282721694,-1.590347457,good
401,1.259489608,-0.154944028,-2.828254735,2.609970506,1.198980781,-0.754083304,0.108348642,good
402,1.324477928,1.716616374,-0.970105325,-1.087421365,-0.47895952,0.242746815,0.149530447,good
403,-1.122360942,-0.755385226,-0.938569856,0.462277508,1.779085817,0.853567834,1.291181186,bad
404,-3.894363922,-0.928452096,-0.354897427,0.804823296,2.426173524,3.119413155,0.872470725,bad
405,0.773148531,-1.002034226,-0.572641404,0.655668609,-0.577256351,-0.665251625,0.247923104,good
406,1.108970953,0.034656646,1.013509588,-0.134653708,3.024652363,-2.096181368,3.411549677,good
407,0.805328794,-0.377444111,-0.302493264,1.718357761,-2.685612001,-2.047090187,-0.250708498,bad
408,1.896323161,-3.14453754,-0.399112413,2.174079598,1.037055511,3.469888038,-0.315721218,good
409,-1.456216537,1.715472496,-1.754080472,0.622814372,-0.237515854,0.169501857,0.819827005,bad
410,-0.408477449,-1.150193475,-3.031133799,0.843984736,-2.318130839,2.477412639,-1.101446241,bad
411,-1.317609398,-1.80564189,2.862508115,-0.458129706,2.058752762,2.308895924,-0.287477036,bad
412,-0.704063089,-5.227086631,4.445394901,3.243946735,1.186647212,2.484259278,3.065090038,good
413,-0.81683573,-1.668458727,-1.354103421,0.472745092,1.822812177,1.508653413,-3.093184992,bad
414,0.305225922,0.23307268,-2.442724653,1.55017963,-1.834622528,0.512185085,0.386518491,bad
415,-3.377510864,0.246022018,-0.528357309,1.419743975,0.453681622,2.867812469,-1.568007387,bad
416,0.279686453,2.005893012,-0.589727705,0.634173498,-0.06161884,-1.285656252,1.282263396,good
417,3.850328161,2.174361026,1.590183834,0.74911099,1.432184459,-1.270216706,5.000494671,good
418,0.054952846,-1.096447834,0.731995421,2.030833012,-2.081122279,0.374895979,1.526001912,bad
419,0.734479064,-4.943761505,-0.926083011,0.108163347,5.198245939,-1.521292426,1.445026966,good
420,-0.580186446,-2.573039872,1.363673742,1.053468649,0.487122307,1.5894238,-0.791927318,bad
421,-2.588233615,0.934418582,-2.318100746,-1.908756552,0.648554435,4.485687247,0.194094541,bad
422,2.93879071,-1.121275859,-1.807941805,4.249886826,0.994183411,1.979786735,0.926895465,good
423,-0.166096708,0.385633008,-1.102875412,0.473801502,0.325482818,0.983244135,-2.171938158,good
424,-3.626599054,-0.536980854,2.875551727,-1.097685055,1.001765267,-0.074554126,-2.06921183,good
425,-0.709644702,0.521759391,0.647328544,3.998073823,-1.611974437,0.827410931,-0.181237683,bad
426,-0.43954322,0.184891577,0.266969477,0.964484169,1.268815123,0.301062723,-1.944981661,good
427,-0.093429399,-1.016890236,0.623616861,1.810386625,1.157313932,-3.368184311,-0.721931929,good
428,2.791326663,-3.678377608,-0.640794571,4.096314776,1.493495485,2.792151965,2.190118648,good
429,-2.827003934,1.098000879,0.087768461,0.248250958,1.584206574,-0.645972021,-4.29224041,good
430,0.159317311,0.415764441,-5.070890926,2.744768625,-3.594718524,2.335183835,1.976318514,bad
431,-1.025057261,0.950649206,0.477779572,0.750320689,-1.667553035,-0.782701244,-1.750282866,bad
432,-2.073596468,-0.61720748,-0.283296192,0.260547199,2.310436497,0.614734636,-0.518849651,bad
433,2.06599092,-4.283584344,1.76361441,2.736813553,1.257980097,2.935003244,2.686067904,good
434,1.222096386,0.303504841,-1.982635477,0.965516707,0.819295466,-1.363117743,-0.145661877,bad
435,0.071200656,-3.021763247,-2.432415933,2.649502477,-2.987988388,-0.543399449,-3.933729069,bad
436,1.380597244,0.725324698,-0.457332075,1.641108289,3.023877548,-2.302734908,3.557674731,good
437,-0.306895676,-0.589711476,0.196903416,1.303502111,0.01103504,-0.443880755,-0.622331787,bad
438,0.71795021,-2.854197295,0.131556699,0.982122298,-3.703554308,-1.018045348,-2.920186182,bad
439,-1.353415925,0.095966961,-2.329803018,2.519162172,-3.172246292,-0.438285708,-0.009153027,bad
440,-1.30482878,-0.273041385,-0.525761308,1.791983925,1.041625112,0.214153898,-0.731351697,good
441,-0.874152709,-2.635009936,-0.840066474,2.754217591,-4.90106902,-0.155717331,-1.290563234,bad
442,-1.768985907,-0.338156799,0.815394537,-0.435690131,3.506835034,-0.749377068,-4.42166643,good
443,0.217790779,0.380548321,-0.449453049,2.318266697,1.960640895,0.083800264,0.032101352,good
444,0.494240895,1.961831847,1.436750426,-0.428752932,0.946643561,-1.989349761,3.496943154,good
445,-0.879061908,0.330725451,-0.253714396,1.771869032,0.765023954,-2.885655074,0.382914269,good
446,-1.510845223,-2.030308101,-0.186089363,2.121947968,0.256776594,1.00940039,3.189154084,bad
447,-2.15160088,-1.995759059,0.810727484,2.090931162,3.266108533,-0.206899599,-1.966063033,good
448,-2.589398833,-1.424490895,-4.390652197,0.867853308,-0.138382531,4.138384523,-2.80256109,bad
449,2.249778955,-2.909620114,0.20515974,2.608040794,-1.7618446,-1.562021251,-1.963420629,bad
450,-3.114177922,-1.882415042,2.279911173,1.91003937,2.99087721,0.513323299,2.050011062,good
451,-2.394312987,-2.843008792,1.176567539,-0.693392544,0.400813315,2.699625485,-2.85697803,bad
452,-0.832412053,-0.154411201,-0.035737468,-0.323484269,1.222646356,1.347506838,-1.73329254,good
453,1.506043973,-0.240398567,-1.936911507,0.815988633,1.119179331,-0.00404402,2.59971145,good
454,-1.344076104,-2.598472175,3.039253076,0.477874088,0.301253737,1.253182274,0.019317439,good
455,0.258368004,-4.14234656,3.572643351,-0.748074511,-1.057461064,3.672093013,1.163699508,good
456,-0.141585523,2.091738887,-2.431368322,1.498578364,-1.071765003,2.290815025,1.12172416,good
457,-1.210003555,-2.270447735,-0.879412219,1.409105891,-4.924983202,1.131312427,-0.837065778,bad
458,-2.680209022,1.281069733,-0.160349543,1.496198062,2.906890303,-1.64590763,-2.334378234,good
459,-0.569351473,-1.66973733,-2.315087657,0.574799056,3.653551725,1.778912315,1.999641554,bad
460,-0.447992051,-0.15917642,-0.397702071,2.068555528,-1.224156944,-0.400727964,0.495203413,bad
461,-0.107114559,1.360180126,-0.262722863,1.430869724,2.112507809,-2.750042627,1.954562057,good
462,-3.820327014,0.737890287,1.40228473,-1.026727144,2.101236315,-0.333243731,-1.29240429,good
463,0.134901811,-1.395711062,0.115701855,1.77915574,0.005765309,2.654754645,2.482959627,good
464,-1.687141135,0.219057539,-0.394602733,0.03177683,-0.269905726,-0.635328608,-1.756110692,bad
465,0.860114522,-2.553857103,-0.137817542,4.25728969,-0.791552681,-2.399829141,-0.069879417,good
466,-1.003934111,-2.909208337,-0.503052237,1.649892305,2.448246715,-2.526101324,1.414178188,good
467,-0.790198577,-1.33600731,1.68211791,0.450123165,-1.445588512,1.603864129,-1.385460542,good
468,-0.061262291,0.406682903,1.51989603,1.534523118,-2.75464088,-1.243214879,2.573280752,bad
469,-3.157804963,-1.790544603,1.532856947,0.145359245,2.537521097,0.804340631,1.692455508,bad
470,-0.579963162,-1.688371485,-1.740917921,1.677975952,-0.202937394,-1.135713823,0.228479052,good
471,0.628771905,-0.63439058,-2.046147451,1.270401229,-2.293381573,1.179184768,0.405925967,bad
472,0.436420445,1.604372589,-1.556147076,1.325437655,-3.244895954,-0.33343149,-1.791648302,good
473,0.448986399,-1.878035663,-0.506964876,1.520233325,-4.22895702,-0.369207123,-0.801235143,bad
474,1.728200791,1.787493586,-1.431247665,0.160493336,0.188754032,-0.010727553,2.308864383,good
475,-0.703772379,-4.655303034,-0.298769916,0.367104897,-2.208138433,2.344150376,-4.232944485,bad
476,2.388190755,-1.951286879,-1.000915808,0.991465748,0.473925364,3.192945889,-1.037023221,good
477,-2.548002967,-0.856293673,-0.921999293,0.947152819,1.356728496,2.916870027,0.404912999,bad
478,2.556180439,-0.231462656,-1.600317988,-0.756676311,1.869900191,0.3048304,0.450070766,good
479,1.602586992,-1.420063463,-0.598390106,0.836843768,-0.769142685,3.079575162,0.985013262,good
480,1.765902051,-1.664634383,-0.562926908,2.492599401,1.866013682,1.500279072,-1.13294028,good
481,2.04116895,-0.711503013,0.077358837,1.156978455,-1.447730578,3.035293274,2.466289385,good
482,-0.433133928,1.160083648,-2.86300395,1.749072808,0.916485829,1.723569349,1.386487028,good
483,0.481432072,-3.028141906,-1.226663007,2.706391965,-0.004012364,-1.45507945,0.744692034,good
484,-5.179142697,3.285301301,-0.510329259,1.481673851,3.731720347,-2.844017502,-2.312430431,good
485,0.072605807,-0.259472135,-2.665919512,0.10286239,-1.871710685,1.327608189,-1.010206942,bad
486,-1.715865191,-1.358110131,-0.692590268,0.96165294,2.959096382,2.923618275,-0.43826909,bad
487,-4.57472641,0.195993417,3.770370286,1.464653121,2.75028225,-2.540249044,-1.800760146,good
488,-2.76378678,0.832855282,1.147808931,1.660157474,0.554733007,-0.666507202,2.279462306,bad
489,0.772798805,1.54118035,-2.732458717,1.440223409,0.282460292,0.874259008,1.950120377,bad
490,-1.74197681,-1.200882179,-2.208693225,-0.198475594,-2.452568574,2.159957533,-2.081906248,bad
491,-0.209517839,0.874575959,-2.954284491,3.103598524,-0.599038939,-1.187980813,-0.306520094,good
492,0.990579958,-4.01980832,1.437710907,4.068800405,3.314193713,1.130544985,0.753302007,good
493,0.186932101,0.120942322,-1.521099023,0.740063478,0.495512004,-1.263133589,-0.980073421,good
494,-2.025038956,0.617574842,-2.354572134,0.55135742,1.62299779,2.483067602,-0.155858708,bad
495,-2.64400586,1.474866821,0.145269775,1.171240437,1.541119082,-0.945204885,-2.856544619,good
496,-3.285537403,-1.763022467,3.429297137,1.069039088,2.831556267,-1.1943597,-1.919457867,good
497,-2.863054129,-0.858381637,1.943438984,-0.340979675,2.701861335,-0.045718268,-3.121961293,good
498,-1.874776941,1.5769107,-0.691253224,-0.309358882,-0.917596489,1.490390515,-1.041618262,good
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
